season,round,race_name,country,circuit,circuit_length_km,number_of_turns,laps,driver,driver_code,driver_number,driver_age,nationality,constructor,engine_supplier,grid_position,finish_position,points,podium,winner,fastest_lap,fastest_lap_time_sec,best_sector1,best_sector2,best_sector3,qualifying_position,Q1_time,Q2_time,Q3_time,sprint_position,laps_completed,pit_stops,average_pit_duration,starting_compound,ending_compound,tyre_strategy,weather,air_temperature,track_temperature,humidity,wind_speed,track_status,safety_car_count,red_flags,yellow_flags,dnf,dnf_reason,penalties,penalty_seconds,position_change,grid_gain,average_speed,top_speed,race_time,team_points_after_race,driver_points_after_race,performance_index,consistency_score
2018,2,Northlight Grand Prix,Britannia,Northlight Circuit,5.6,18,54,Kenji Hernandez,HER2,33,23,Italian,Nova Motorsport,Hyperion Drivetrain,7,3,15,True,False,False,205.128,61.674,67.058,75.351,7,3:29.390,3:27.311,3:23.859,,54,4,4.35,Medium,Soft,Hard-Hard-Soft-Hard-Medium,Sunny,31.6,46.1,70.6,44.3,Safety Car,2,0,2,False,None,True,10.3,4,4,200.3,329.4,5645.2,55,40,88.4,71.7
2018,2,Northlight Grand Prix,Britannia,Northlight Circuit,5.6,18,54,Jasper Nowak,NOW,1,14,Belgian,Nova Motorsport,Hyperion Drivetrain,6,6,8,False,False,False,204.736,61.272,67.388,75.345,6,3:27.965,3:26.111,3:24.481,,54,1,5.06,Medium,Hard,Soft-Soft,Sunny,31.6,46.1,70.6,44.3,Safety Car,2,0,2,False,None,False,0.0,0,0,203.5,317.2,5130.3,63,23,78.9,65.6
2018,2,Northlight Grand Prix,Britannia,Northlight Circuit,5.6,18,54,Jack Martinez,MAR,62,23,Canadian,Solar GP,Solaris Engineering,5,1,25,True,True,False,204.626,61.682,67.368,75.706,5,3:29.497,3:25.874,3:25.234,,54,2,2.48,Medium,Hard,Hard-Medium-Medium,Sunny,31.6,46.1,70.6,44.3,Safety Car,2,0,2,False,None,False,0.0,4,4,224.4,329.9,5713.0,27,27,90.2,66.6
2018,2,Northlight Grand Prix,Britannia,Northlight Circuit,5.6,18,54,Oscar Garcia,GAR2,17,11,Italian,Solar GP,Solaris Engineering,8,19,0,False,False,False,205.646,61.669,67.582,75.457,8,3:28.112,3:26.447,3:24.108,,10,4,3.79,Medium,Hard,Medium-Soft-Soft-Hard-Soft,Sunny,31.6,46.1,70.6,44.3,Safety Car,2,0,2,True,Collision,False,0.0,-10,0,224.2,313.0,1998.8,27,0,36.0,33.7
2018,2,Northlight Grand Prix,Britannia,Northlight Circuit,5.6,18,54,Seojun Andersen,AND2,86,22,Australian,Vertex Racing,Vertex Dynamics,1,4,12,False,False,False,205.414,61.566,67.176,75.718,1,3:29.181,3:26.271,3:24.242,,54,2,4.08,Soft,Medium,Medium-Hard-Medium,Sunny,31.6,46.1,70.6,44.3,Safety Car,2,0,2,False,None,False,0.0,-3,0,231.1,319.2,5799.7,16,12,89.2,69.5
2018,2,Northlight Grand Prix,Britannia,Northlight Circuit,5.6,18,54,Themba Kim,KIM2,76,15,South African,Vertex Racing,Vertex Dynamics,9,7,6,False,False,False,205.094,61.116,67.494,75.42,9,3:30.530,3:27.116,3:23.788,,54,3,6.25,Medium,Medium,Soft-Soft-Hard-Medium,Sunny,31.6,46.1,70.6,44.3,Safety Car,2,0,2,False,None,True,22.0,2,2,210.5,322.4,5877.4,22,10,67.9,56.9
2018,2,Northlight Grand Prix,Britannia,Northlight Circuit,5.6,18,54,Alejandro Almeida,ALM3,3,25,Hungarian,Hyperion Motorsport,Hyperion Drivetrain,17,20,0,False,False,False,206.455,61.338,67.083,75.709,17,3:29.488,,,,45,2,2.72,Medium,Hard,Soft-Hard-Soft,Sunny,31.6,46.1,70.6,44.3,Safety Car,2,0,2,True,Suspension,False,0.0,6,0,217.7,306.1,3937.0,12,0,24.4,35.7
2018,2,Northlight Grand Prix,Britannia,Northlight Circuit,5.6,18,54,Hao Chowdhury,CHO2,55,27,Indian,Hyperion Motorsport,Hyperion Drivetrain,10,8,4,False,False,True,203.357,61.113,67.022,75.222,10,3:28.143,3:27.681,3:25.308,,54,4,3.66,Medium,Medium,Medium-Soft-Medium-Hard-Medium,Sunny,31.6,46.1,70.6,44.3,Safety Car,2,0,2,False,None,False,0.0,2,2,213.5,347.0,5318.8,16,16,76.1,59.6
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Ethan Larsen,LAR,82,20,Hungarian,Red Falcon Racing,Titan Power Unit,7,4,12,False,False,False,217.207,65.403,71.755,80.19,7,3:41.704,3:37.624,3:36.077,,52,2,3.02,Soft,Medium,Soft-Hard-Soft,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,3,3,210.9,341.8,5472.5,29,22,81.2,69.6
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Mason Wang,WAN,72,22,Dutch,Red Falcon Racing,Titan Power Unit,17,17,0,False,False,False,218.409,65.107,72.037,79.659,17,3:40.692,,,,52,1,4.24,Medium,Medium,Medium-Medium,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,0,0,165.0,310.0,5848.3,29,7,50.6,71.8
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Tariq Karlsson,KAR,92,19,British,Velocity GP,Vertex Dynamics,15,11,0,False,False,False,219.622,65.193,71.909,80.115,15,3:41.452,3:37.949,,,52,4,5.7,Medium,Medium,Hard-Soft-Soft-Soft-Soft,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,4,4,239.5,326.1,6114.1,0,0,65.7,68.8
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Salvatore Sokolov,SOK,94,13,Swedish,Velocity GP,Vertex Dynamics,16,18,0,False,False,False,216.962,65.089,71.829,79.946,16,3:39.733,,,,26,2,5.35,Soft,Hard,Medium-Hard-Soft,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,True,Gearbox,False,0.0,1,0,171.1,322.7,1663.1,0,0,46.7,34.7
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Noah Suzuki,SUZ5,90,15,Belgian,Apex Motorsport,Quantum Powertrain,9,14,0,False,False,False,218.92,65.459,71.923,80.12,9,3:39.369,3:37.412,3:35.285,,52,3,3.61,Medium,Medium,Hard-Hard-Medium-Soft,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,-5,0,195.7,312.1,5258.6,28,10,58.7,64.1
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Giorgio Muller,MUL2,13,23,Italian,Apex Motorsport,Quantum Powertrain,2,5,10,False,False,False,217.231,65.428,72.212,79.927,2,3:39.893,3:37.156,3:35.943,,52,1,2.79,Soft,Soft,Soft-Medium,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,-3,0,207.0,325.8,5619.3,38,28,89.0,55.5
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Sven Pereira,PER4,95,26,Irish,Titan Racing,Titan Power Unit,1,1,25,True,True,True,216.252,64.97,71.654,79.628,1,3:40.170,3:37.547,3:35.593,,52,4,24.54,Medium,Soft,Hard-Soft-Soft-Soft-Soft,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,0,0,187.5,349.1,5016.2,54,51,99.3,61.6
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Kofi Taylor,TAY,19,28,Dutch,Titan Racing,Titan Power Unit,5,2,18,True,False,False,219.205,65.379,71.769,79.733,5,3:41.623,3:37.490,3:35.653,,52,4,3.21,Soft,Hard,Hard-Medium-Hard-Medium-Medium,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,3,3,210.9,306.2,5110.3,72,21,91.7,63.7
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,George Sharma,SHA,68,28,American,Quantum F1,Quantum Powertrain,19,12,0,False,False,False,219.012,65.433,71.881,80.129,19,3:39.933,,,,52,3,5.05,Medium,Medium,Soft-Soft-Hard-Medium,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,7,7,187.5,326.9,5691.9,0,0,57.2,59.6
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Fabian Lee,LEE,106,12,Dutch,Quantum F1,Quantum Powertrain,11,9,2,False,False,False,217.075,65.087,71.9,79.916,11,3:39.103,3:37.298,,,52,1,4.57,Soft,Medium,Medium-Medium,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,2,2,213.3,316.6,5352.3,2,2,66.5,55.3
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Lorenzo Martinez,MAR4,78,29,Spanish,Phoenix Racing,Solaris Engineering,18,10,1,False,False,False,217.407,65.448,72.199,80.11,18,3:41.386,,,,52,4,6.16,Soft,Soft,Soft-Medium-Soft-Hard-Soft,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,8,8,222.0,340.2,4831.3,1,1,66.0,64.8
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Lucas Pereira,PER3,30,27,Russian,Phoenix Racing,Solaris Engineering,20,13,0,False,False,False,218.562,65.44,71.781,80.178,20,3:42.088,,,,52,1,3.15,Medium,Hard,Medium-Medium,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,7,7,245.0,303.7,5529.6,1,0,53.8,62.4
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Kenji Hernandez,HER2,33,23,Italian,Nova Motorsport,Hyperion Drivetrain,4,20,0,False,False,False,218.91,65.462,72.104,79.801,4,3:40.634,3:38.503,3:34.861,,42,2,5.9,Medium,Medium,Hard-Soft-Medium,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,True,Collision,False,0.0,-8,0,221.3,303.8,2320.8,63,40,41.0,20.0
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Jasper Nowak,NOW,1,14,Belgian,Nova Motorsport,Hyperion Drivetrain,8,8,4,False,False,False,218.178,65.083,72.131,80.204,8,3:40.406,3:37.967,3:35.759,,52,0,0.0,Medium,Hard,Medium,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,0,0,194.6,318.9,5909.2,67,27,81.7,68.1
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Jack Martinez,MAR,62,23,Canadian,Solar GP,Solaris Engineering,10,19,0,False,False,False,217.564,65.334,72.049,80.126,10,3:40.194,3:38.942,3:35.261,,36,4,6.44,Soft,Soft,Medium-Soft-Soft-Soft-Medium,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,True,Gearbox,False,0.0,-3,0,203.7,305.8,4045.8,27,27,38.3,30.4
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Oscar Garcia,GAR2,17,11,Italian,Solar GP,Solaris Engineering,13,15,0,False,False,False,219.571,65.001,72.104,79.783,13,3:41.183,3:38.237,,,52,0,0.0,Soft,Medium,Medium,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,-2,0,195.4,332.7,5184.7,27,0,60.9,66.3
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Seojun Andersen,AND2,86,22,Australian,Vertex Racing,Vertex Dynamics,3,3,15,True,False,False,217.935,65.354,71.775,80.161,3,3:39.484,3:37.155,3:34.659,,52,3,4.39,Medium,Medium,Soft-Soft-Soft-Hard,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,0,0,197.6,326.7,4469.9,37,27,92.5,79.5
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Themba Kim,KIM2,76,15,South African,Vertex Racing,Vertex Dynamics,12,6,8,False,False,False,216.696,65.05,72.15,79.976,12,3:41.783,3:37.634,,,52,3,6.38,Soft,Hard,Soft-Soft-Hard-Medium,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,6,6,184.9,337.6,4840.9,45,18,77.6,70.6
2018,3,Meridian Grand Prix,Italiora,Autodromo Meridiano,5.9,15,52,Alejandro Almeida,ALM3,3,25,Hungarian,Hyperion Motorsport,Hyperion Drivetrain,14,16,0,False,False,False,218.716,65.484,71.701,80.087,14,3:40.480,3:37.278,,,52,4,4.01,Soft,Medium,Soft-Soft-Soft-Soft-Soft,Cloudy,19.5,31.5,47.0,28.6,Green,0,0,2,False,None,False,0.0,-2,0,206.7,320.3,5991.0,16,0,55.7,60.4
